Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005226947.1,putative ARAC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94598.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,13,304
YP_005225324.1,"phosphonate ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93033.1 phosphonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,1,312
YP_005228398.1,hypothetical protein KPHS_40980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU10869.1 hypothetical protein BMF28_08560 [Klebsiella pneumoniae],Mutated,15,46
YP_005225396.1,S-adenosylmethionine--tRNA ribosyltransferase-isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93096.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Klebsiella pneumoniae],Mutated,3,354
YP_005227508.1,"nitrate reductase 1, Fe-S (beta) subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95099.1 nitrate reductase subunit beta [Klebsiella pneumoniae],Mutated,6,511
YP_005228081.1,MFS transporter,GCA_002156725.1 ARS95706.1 arabinose transporter [Klebsiella pneumoniae],Mutated,6,391
YP_005228620.1,cupin domain-containing protein,GCA_002156725.1 ARS96283.1 cupin [Klebsiella pneumoniae],Mutated,2,108
YP_005226969.1,peptidoglycan-binding protein LysM,GCA_002156725.1 ARS94614.1 peptidoglycan-binding protein LysM [Klebsiella pneumoniae],Mutated,3,149
YP_005224845.1,hypothetical protein KPHS_05450 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE16285.1 hypothetical protein C5707_021535 [Klebsiella pneumoniae],Mutated,3,49
YP_005225983.1,"L,D-transpeptidase","GCA_002156725.1 ARS93646.1 L,D-transpeptidase [Klebsiella pneumoniae]",Mutated,59,271
YP_005228313.1,bacteriophage sos operon Tum protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_029541645.1 WFB14893.1 DinI family protein [Klebsiella pneumoniae],Mutated,41,37
YP_005228736.1,short chain dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96394.1 short-chain dehydrogenase [Klebsiella pneumoniae],Mutated,5,249
YP_005227629.1,YcgL domain-containing protein,GCA_002156725.1 ARS95204.1 hypothetical protein B9G35_17860 [Klebsiella pneumoniae],Mutated,32,62
YP_005229213.1,shikimate kinase I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96850.1 shikimate kinase I [Klebsiella pneumoniae],Mutated,12,161
YP_005225038.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92771.1 response regulator [Klebsiella pneumoniae],Mutated,1,234
YP_005227541.1,peptidyl-tRNA hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95127.1 aminoacyl-tRNA hydrolase [Klebsiella pneumoniae],Mutated,3,194
YP_005226851.1,sugar efflux transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94510.1 MFS transporter [Klebsiella pneumoniae],Mutated,30,384
YP_005227142.1,3-phenylpropionate dioxygenase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS94771.1 benzoate 1,2-dioxygenase large subunit [Klebsiella pneumoniae]",Mutated,21,460
YP_005227400.1,acetaldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95004.1 acetaldehyde dehydrogenase [Klebsiella pneumoniae],Mutated,8,316
YP_005227305.1,membrane protein,GCA_002156725.1 ARS94919.1 hypothetical protein B9G35_16300 [Klebsiella pneumoniae],Mutated,3,175
YP_005229515.1,hypothetical protein KPHS_52150 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91972.1 hypothetical protein B9G35_00185 [Klebsiella pneumoniae],Mutated,6,91
YP_005224339.1,"formate dehydrogenase-O, Fe-S subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92105.1 formate dehydrogenase subunit beta [Klebsiella pneumoniae],Mutated,2,300
YP_005225644.1,putative 3-ketoacyl-(acyl-carrier-protein) reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93335.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,27,258
YP_005227647.1,"PTS enzyme IIAB, mannose-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95219.1 PTS mannose transporter subunit EIIAB [Klebsiella pneumoniae],Mutated,4,323
YP_005225317.1,outer membrane pore protein E [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93026.1 phosphoporin PhoE [Klebsiella pneumoniae],Mutated,2,350
YP_005225888.1,zinc transporter ZitB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93560.1 zinc transporter ZitB [Klebsiella pneumoniae],Mutated,2,314
YP_005228697.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96357.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,242
YP_005226314.1,AraC protein arabinose-binding/dimerization [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93950.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,8,268
YP_005229319.1,putative phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96953.1 phosphoesterase PA-phosphatase [Klebsiella pneumoniae],Mutated,18,423
YP_005226539.1,hypothetical protein KPHS_22390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94222.1 hypothetical protein B9G35_12580 [Klebsiella pneumoniae],Mutated,33,37
YP_005227953.1,DUF418 family protein,GCA_002156725.1 ARS95584.1 hypothetical protein B9G35_19965 [Klebsiella pneumoniae],Mutated,19,385
YP_005225466.1,metal/formaldehyde-sensitive transcriptional repressor,GCA_002156725.1 ARS97157.1 transcriptional repressor rcnR [Klebsiella pneumoniae],Mutated,12,81
YP_005224774.1,ribosome-associated protein,GCA_002156725.1 ARS92524.1 hypothetical protein B9G35_03250 [Klebsiella pneumoniae],Mutated,3,183
YP_005229346.1,"endo-1,4-D-glucanase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96976.1 endoglucanase [Klebsiella pneumoniae],Mutated,2,333
YP_005228460.1,acetolactate synthase III large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96129.1 acetolactate synthase [Klebsiella pneumoniae],Mutated,14,569
YP_005224491.1,UDP-N-acetylmuramate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92257.1 UDP-N-acetylmuramate dehydrogenase [Klebsiella pneumoniae],Mutated,9,342
YP_005228098.1,hypothetical protein KPHS_37980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95720.1 hypothetical protein B9G35_20685 [Klebsiella pneumoniae],Mutated,210,117
YP_005224423.1,ATP-dependent DNA helicase Rep [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92188.1 DNA helicase Rep [Klebsiella pneumoniae],Mutated,1,673
YP_005228923.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",GCA_002156725.1 ARS96571.1 ATP:cob(I)alamin adenosyltransferase [Klebsiella pneumoniae],Mutated,8,176
YP_005227674.1,putative resistance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95245.1 hypothetical protein B9G35_18090 [Klebsiella pneumoniae],Mutated,13,289
YP_005229322.1,putative glutathione S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97332.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,17,220
YP_005226920.1,major myo-inositol transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94574.1 MFS transporter [Klebsiella pneumoniae],Mutated,6,481
YP_005226476.1,transcriptional regulator CysB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94095.1 LysR family transcriptional regulator CysB [Klebsiella pneumoniae],Mutated,4,324
YP_005225789.1,alkyl hydroperoxide reductase FAD/NAD(P)-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93467.1 alkyl hydroperoxide reductase subunit F [Klebsiella pneumoniae],Mutated,3,521
YP_005224916.1,negative transcriptional regulator of cel operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92658.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,80,271
YP_005228762.1,tRNA (guanine-N(7))-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96420.1 tRNA (guanosine(46)-N7)-methyltransferase TrmB [Klebsiella pneumoniae],Mutated,1,239
YP_005228153.1,ethanolamine ammonia-lyase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95766.1 ethanolamine ammonia lyase small subunit [Klebsiella pneumoniae],Mutated,6,299
YP_005227551.1,hypothetical protein KPHS_32510 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95136.1 type VI secretion protein [Klebsiella pneumoniae],Mutated,20,385
YP_005225450.1,cof family hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93149.1 thiamin pyrimidine pyrophosphate hydrolase [Klebsiella pneumoniae],Mutated,2,272
YP_005227301.1,oligopeptide ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94915.1 diguanylate cyclase [Klebsiella pneumoniae],Mutated,5,319
YP_005225739.1,invasin-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93421.1 MbtH family protein [Klebsiella pneumoniae],Mutated,3,67
YP_005225104.1,"division-specific transpeptidase, penicillin-binding protein 3 [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92837.1 peptidoglycan glycosyltransferase FtsI [Klebsiella pneumoniae],Mutated,3,588
YP_005224428.1,ATP-dependent RNA helicase RhlB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92195.1 ATP-dependent RNA helicase RhlB [Klebsiella pneumoniae],Mutated,1,421
YP_005224688.1,fimbrial biogenesis periplasmic chaperone [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92437.1 fimbrial protein [Klebsiella pneumoniae],Mutated,25,228
YP_005228991.1,methyltransferase domain-containing protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96635.1 rRNA (cytidine-2'-O-)-methyltransferase [Klebsiella pneumoniae],Mutated,2,287
YP_005226363.1,putative DinI-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93992.1 DNA-damage-inducible protein I [Klebsiella pneumoniae],Mutated,2,80
YP_005226370.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94000.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,10,293
YP_005229193.1,OsmC family protein,GCA_002156725.1 ARS96831.1 hypothetical protein B9G35_26665 [Klebsiella pneumoniae],Mutated,36,98
YP_005225747.1,enterobactin synthase subunit E [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93428.1 2,3-dihydroxybenzoate-AMP ligase [Klebsiella pneumoniae]",Mutated,9,535
YP_005228780.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS96439.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,33,64
YP_005229286.1,DUF1145 family protein,GCA_002156725.1 ARS96922.1 hypothetical protein B9G35_27140 [Klebsiella pneumoniae],Mutated,1,91
YP_005226468.1,23S rRNA pseudouridylate synthase B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94086.1 23S rRNA pseudouridylate synthase [Klebsiella pneumoniae],Mutated,2,300
YP_005225378.1,transcriptional regulator PhoB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93080.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,1,229
YP_005225019.1,molybdenum cofactor biosynthesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92753.1 molybdopterin adenylyltransferase [Klebsiella pneumoniae],Mutated,2,195
YP_005229032.1,GTPase ObgE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96672.1 GTPase ObgE [Klebsiella pneumoniae],Mutated,2,392
YP_005224880.1,cyanate transport [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92623.1 DNA-binding protein [Klebsiella pneumoniae],Mutated,5,115
YP_005228381.1,"glycine, betaine and proline ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96054.1 glycine betaine/L-proline ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,5,400
YP_005226922.1,6-phospho-beta-glucosidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94575.1 6-phospho-alpha-glucosidase [Klebsiella pneumoniae],Mutated,12,442
YP_005227376.1,"glyoxalase I, nickel isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94984.1 glyoxalase [Klebsiella pneumoniae],Mutated,9,130
YP_005226647.1,zinc transport protein ZntB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94324.1 zinc transporter ZntB [Klebsiella pneumoniae],Mutated,2,327
YP_005228201.1,putative cytochrome C-type biogenesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95812.1 sensor domain-containing phosphodiesterase [Klebsiella pneumoniae],Mutated,16,742
YP_005228318.1,putative prophage capsid scaffolding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_018128465.1 QUC47016.1 GPO family capsid scaffolding protein [Klebsiella pneumoniae],Mutated,19,284
YP_005226902.1,HipA family toxin-antitoxin system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94560.1 serine/threonine protein kinase [Klebsiella pneumoniae],Mutated,16,440
YP_005226751.1,putative 4-carboxymuconolactone decarboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94421.1 4-carboxymuconolactone decarboxylase [Klebsiella pneumoniae],Mutated,1,129
YP_005228063.1,putative acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95689.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,18,175
YP_005228775.1,antirestriction protein,GCA_002156725.1 ARS96433.1 antirestriction protein [Klebsiella pneumoniae],Mutated,5,132
YP_005224793.1,MurR/RpiR family transcriptional regulator,GCA_002156725.1 ARS92541.1 RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,247
YP_005225602.1,putative outer membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93299.1 hypothetical protein B9G35_07490 [Klebsiella pneumoniae],Mutated,25,811
YP_005225242.1,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,GCA_002156725.1 ARS92955.1 tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Klebsiella pneumoniae],Mutated,7,235
YP_005227681.1,SOS regulon DNA damage-inducible protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95251.1 LexA family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,115
YP_005228953.1,uronate isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96601.1 uronate isomerase [Klebsiella pneumoniae],Mutated,3,470
YP_005226598.1,EvpB/family type VI secretion protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94278.1 EvpB family type VI secretion protein [Klebsiella pneumoniae],Mutated,18,514
YP_005228706.1,aminomethyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96366.1 glycine cleavage system protein T [Klebsiella pneumoniae],Mutated,3,364
YP_005228091.1,phosphohistidine phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95714.1 phosphohistidine phosphatase SixA [Klebsiella pneumoniae],Mutated,34,128
YP_005228694.1,tRNA-modifying protein YgfZ,GCA_002156725.1 ARS96354.1 folate-binding protein [Klebsiella pneumoniae],Mutated,7,327
YP_005228276.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95933.1 tRNA/rRNA methyltransferase [Klebsiella pneumoniae],Mutated,4,361
YP_005228427.1,hydrogenase 3 large subunit C-terminal protease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96097.1 hydrogenase 3 maturation endopeptidase HyCI [Klebsiella pneumoniae],Mutated,2,156
YP_005227981.1,bicyclomycin/multidrug efflux system protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95610.1 Bcr/CflA family drug resistance efflux transporter [Klebsiella pneumoniae],Mutated,5,398
YP_005229023.1,hypothetical protein KPHS_47230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96663.1 hypothetical protein B9G35_25745 [Klebsiella pneumoniae],Mutated,55,82
YP_005229044.1,putative ABC transporter ATP-binding protein YrbF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96684.1 phospholipid ABC transporter ATP-binding protein MlaF [Klebsiella pneumoniae],Mutated,12,282
YP_005226578.1,"lytic transglycosylase, catalytic [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94260.1 lytic transglycosylase [Klebsiella pneumoniae],Mutated,98,667
YP_005228538.1,putative RNA 2'-O-ribose methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96203.1 23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM [Klebsiella pneumoniae],Mutated,2,366
YP_005226287.1,putative TonB-dependent receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93930.1 TonB-dependent siderophore receptor [Klebsiella pneumoniae],Mutated,12,729
YP_005225630.1,DUF3302 domain-containing protein,GCA_002156725.1 ARS93323.1 GTPase [Klebsiella pneumoniae],Mutated,10,114
YP_005224918.1,putative aldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92661.1 succinate-semialdehyde dehydrogenase [Klebsiella pneumoniae],Mutated,4,456
YP_005225029.1,30S ribosomal protein S20 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92762.1 30S ribosomal protein S20 [Klebsiella pneumoniae],Mutated,27,61
YP_005225370.1,shikimate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93072.1 shikimate kinase II [Klebsiella pneumoniae],Mutated,1,177
YP_005225600.1,fimbrial protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93297.1 fimbrial protein [Klebsiella pneumoniae],Mutated,16,186
YP_005226419.1,arginine N-succinyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94041.1 arginine N-succinyltransferase [Klebsiella pneumoniae],Mutated,5,344
YP_005226733.1,NAD(P) transhydrogenase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94403.1 NAD(P) transhydrogenase subunit alpha [Klebsiella pneumoniae],Mutated,2,509
YP_005224860.1,hypothetical protein KPHS_05600 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92602.1 hypothetical protein B9G35_03690 [Klebsiella pneumoniae],Mutated,35,224
YP_005228093.1,acetyl-CoA acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95716.1 acetyl-CoA C-acyltransferase FadI [Klebsiella pneumoniae],Mutated,4,436
