MSA File,Status,Number of Mutations,Total_hits
MSA_YP_005224399.1.faa,Mutations found,6,100
MSA_YP_005228941.1.faa,Mutations found,6,100
MSA_YP_005228018.1.faa,Mutations found,75,81
MSA_YP_005229371.1.faa,Mutations found,3,100
MSA_YP_005229401.1.faa,Mutations found,1,78
MSA_YP_005229536.1.faa,Mutations found,13,100
MSA_YP_005227600.1.faa,Mutations found,16,100
MSA_YP_005227329.1.faa,No mutations found,0,96
MSA_YP_005227366.1.faa,Mutations found,7,100
MSA_YP_005226587.1.faa,Mutations found,33,63
MSA_YP_005226255.1.faa,Mutations found,13,100
MSA_YP_005225281.1.faa,Mutations found,14,99
MSA_YP_005226716.1.faa,Mutations found,161,98
MSA_YP_005228155.1.faa,Mutations found,32,100
MSA_YP_005225643.1.faa,Mutations found,20,99
MSA_YP_005227282.1.faa,Mutations found,6,99
MSA_YP_005228124.1.faa,Mutations found,7,100
MSA_YP_005226091.1.faa,No mutations found,0,100
MSA_YP_005226269.1.faa,Mutations found,5,100
MSA_YP_005224949.1.faa,Mutations found,3,100
MSA_YP_005226043.1.faa,Mutations found,48,118
MSA_YP_005224751.1.faa,Mutations found,1,100
MSA_YP_005224642.1.faa,Mutations found,7,100
MSA_YP_005227041.1.faa,Mutations found,42,100
MSA_YP_005224585.1.faa,Mutations found,3,7
MSA_YP_005224703.1.faa,Mutations found,5,100
MSA_YP_005227033.1.faa,Mutations found,22,99
MSA_YP_005229539.1.faa,Mutations found,5,100
MSA_YP_005225454.1.faa,Mutations found,8,100
MSA_YP_005226681.1.faa,Mutations found,1,100
MSA_YP_005225856.1.faa,Mutations found,8,99
MSA_YP_005227537.1.faa,Mutations found,2,100
MSA_YP_005224502.1.faa,Mutations found,2,100
MSA_YP_005228830.1.faa,Mutations found,10,64
MSA_YP_005225031.1.faa,Mutations found,21,100
MSA_YP_005226469.1.faa,No mutations found,0,100
MSA_YP_005225523.1.faa,Mutations found,2,79
MSA_YP_005228420.1.faa,Mutations found,234,99
MSA_YP_005226682.1.faa,Mutations found,57,100
MSA_YP_005224732.1.faa,Mutations found,8,98
MSA_YP_005224694.1.faa,Mutations found,15,100
MSA_YP_005226227.1.faa,Mutations found,295,99
MSA_YP_005228262.1.faa,Mutations found,1,100
MSA_YP_005226934.1.faa,Mutations found,7,98
MSA_YP_005229471.1.faa,Mutations found,1,100
MSA_YP_005226740.1.faa,Mutations found,151,99
MSA_YP_005225605.1.faa,Mutations found,3,100
MSA_YP_005226718.1.faa,Mutations found,32,100
MSA_YP_005227520.1.faa,Mutations found,164,100
MSA_YP_005226520.1.faa,Mutations found,11,100
MSA_YP_005224861.1.faa,Mutations found,1,29
MSA_YP_005229258.1.faa,Mutations found,13,97
MSA_YP_005228291.1.faa,Mutations found,8,100
MSA_YP_005225361.1.faa,Mutations found,12,100
MSA_YP_005227451.1.faa,Mutations found,5,100
MSA_YP_005227068.1.faa,Mutations found,618,97
MSA_YP_005229351.1.faa,Mutations found,22,72
MSA_YP_005226621.1.faa,Mutations found,11,100
MSA_YP_005228383.1.faa,Mutations found,4,99
MSA_YP_005226655.1.faa,Mutations found,6,100
MSA_YP_005227964.1.faa,No mutations found,0,100
MSA_YP_005226671.1.faa,Mutations found,10,100
MSA_YP_005228935.1.faa,Mutations found,1,100
MSA_YP_005227401.1.faa,Mutations found,9,98
MSA_YP_005228350.1.faa,Mutations found,256,100
MSA_YP_005226225.1.faa,Mutations found,15,99
MSA_YP_005225183.1.faa,Mutations found,18,100
MSA_YP_005229223.1.faa,Mutations found,3,102
MSA_YP_005227298.1.faa,Mutations found,4,97
MSA_YP_005225749.1.faa,Mutations found,14,100
MSA_YP_005226594.1.faa,No mutations found,0,500
MSA_YP_005228712.1.faa,Mutations found,2,100
MSA_YP_005224892.1.faa,Mutations found,6,99
MSA_YP_005226552.1.faa,Mutations found,10,71
MSA_YP_005226407.1.faa,Mutations found,10,100
MSA_YP_005225215.1.faa,Mutations found,2,100
MSA_YP_005226443.1.faa,Mutations found,11,100
MSA_YP_005226499.1.faa,Mutations found,1,100
MSA_YP_005225440.1.faa,Mutations found,14,100
MSA_YP_005227580.1.faa,Mutations found,20,94
MSA_YP_005227351.1.faa,Mutations found,189,98
MSA_YP_005227127.1.faa,Mutations found,24,100
MSA_YP_005224338.1.faa,Mutations found,2,100
MSA_YP_005229303.1.faa,Mutations found,3,99
MSA_YP_005226779.1.faa,Mutations found,1,7
MSA_YP_005228195.1.faa,Mutations found,86,100
MSA_YP_005225762.1.faa,Mutations found,208,425
MSA_YP_005225489.1.faa,Mutations found,3,100
MSA_YP_005224983.1.faa,Mutations found,5,100
MSA_YP_005224402.1.faa,Mutations found,5,100
MSA_YP_005224833.1.faa,Mutations found,35,100
MSA_YP_005225374.1.faa,Mutations found,2,100
MSA_YP_005224534.1.faa,Mutations found,3,99
MSA_YP_005227702.1.faa,Mutations found,5,100
MSA_YP_005224698.1.faa,Mutations found,2,100
MSA_YP_005224903.1.faa,Mutations found,10,100
MSA_YP_005225774.1.faa,Mutations found,6,99
MSA_YP_005225741.1.faa,Mutations found,2,100
MSA_YP_005228957.1.faa,Mutations found,6,100
MSA_YP_005228006.1.faa,Mutations found,16,100
MSA_YP_005225951.1.faa,Mutations found,118,100
MSA_YP_005226745.1.faa,Mutations found,6,97
MSA_YP_005224353.1.faa,Mutations found,20,100
MSA_YP_005229082.1.faa,No mutations found,0,100
MSA_YP_005224761.1.faa,Mutations found,125,73
MSA_YP_005229560.1.faa,Mutations found,12,100
MSA_YP_005225496.1.faa,Mutations found,4,100
MSA_YP_005225956.1.faa,Mutations found,1,100
MSA_YP_005226239.1.faa,Mutations found,10,100
MSA_YP_005227596.1.faa,Mutations found,29,100
MSA_YP_005225469.1.faa,Mutations found,4,7
MSA_YP_005227592.1.faa,Mutations found,9,100
MSA_YP_005226495.1.faa,Mutations found,6,98
MSA_YP_005226401.1.faa,Mutations found,8,100
MSA_YP_005228008.1.faa,Mutations found,3,100
MSA_YP_005225081.1.faa,Mutations found,11,100
MSA_YP_005226615.1.faa,Mutations found,408,17
MSA_YP_005227515.1.faa,Mutations found,1027,100
MSA_YP_005226508.1.faa,Mutations found,15,99
MSA_YP_005224321.1.faa,Mutations found,241,100
MSA_YP_005227795.1.faa,Mutations found,182,48
MSA_YP_005229281.1.faa,Mutations found,1,100
MSA_YP_005228779.1.faa,No mutations found,0,2
MSA_YP_005225376.1.faa,Mutations found,31,99
MSA_YP_005228737.1.faa,Mutations found,5,82
MSA_YP_005226814.1.faa,Mutations found,5,94
MSA_YP_005228875.1.faa,Mutations found,1,100
MSA_YP_005226228.1.faa,Mutations found,10,89
MSA_YP_005225848.1.faa,Mutations found,8,100
MSA_YP_005226993.1.faa,Mutations found,32,99
MSA_YP_005226398.1.faa,Mutations found,351,426
MSA_YP_005228637.1.faa,Mutations found,2,99
MSA_YP_005224451.1.faa,Mutations found,2,100
MSA_YP_005225373.1.faa,No mutations found,0,100
MSA_YP_005224821.1.faa,Mutations found,10,100
MSA_YP_005228512.1.faa,Mutations found,1,100
MSA_YP_005224797.1.faa,Mutations found,8,100
MSA_YP_005225254.1.faa,Mutations found,12,100
MSA_YP_005229179.1.faa,Mutations found,5,100
MSA_YP_005226067.1.faa,Mutations found,7,100
MSA_YP_005229131.1.faa,Mutations found,4,100
MSA_YP_005225013.1.faa,Mutations found,3,100
MSA_YP_005226373.1.faa,Mutations found,2,97
MSA_YP_005228626.1.faa,Mutations found,16,99
MSA_YP_005228217.1.faa,Mutations found,1,101
MSA_YP_005225571.1.faa,Mutations found,156,500
MSA_YP_005224390.1.faa,Mutations found,5,100
MSA_YP_005224319.1.faa,Mutations found,11,100
MSA_YP_005229069.1.faa,No mutations found,0,100
MSA_YP_005229422.1.faa,Mutations found,3,100
MSA_YP_005227422.1.faa,Mutations found,9,98
MSA_YP_005227504.1.faa,Mutations found,6,100
MSA_YP_005226563.1.faa,Mutations found,121,80
MSA_YP_005226978.1.faa,Mutations found,5,78
MSA_YP_005225084.1.faa,Mutations found,2,5
MSA_YP_005228099.1.faa,Mutations found,113,100
MSA_YP_005226644.1.faa,Mutations found,2,100
MSA_YP_005229489.1.faa,Mutations found,3,99
MSA_YP_005225061.1.faa,Mutations found,5,100
MSA_YP_005228850.1.faa,Mutations found,14,96
MSA_YP_005227458.1.faa,No mutations found,0,100
MSA_YP_005224493.1.faa,Mutations found,31,100
MSA_YP_005227296.1.faa,Mutations found,3,97
MSA_YP_005228349.1.faa,No mutations found,0,100
MSA_YP_005227438.1.faa,Mutations found,22,100
MSA_YP_005225126.1.faa,Mutations found,2,100
MSA_YP_005224567.1.faa,Mutations found,5,100
MSA_YP_005228342.1.faa,Mutations found,66,13
MSA_YP_005229224.1.faa,No mutations found,0,4
MSA_YP_005226624.1.faa,Mutations found,3,98
MSA_YP_005229519.1.faa,Mutations found,7,100
MSA_YP_005227223.1.faa,Mutations found,15,100
MSA_YP_005227712.1.faa,Mutations found,4,100
MSA_YP_005228948.1.faa,Mutations found,5,100
MSA_YP_005226136.1.faa,Mutations found,1,100
MSA_YP_005227856.1.faa,Mutations found,22,91
MSA_YP_005224705.1.faa,Mutations found,4,100
MSA_YP_005224852.1.faa,Mutations found,11,121
MSA_YP_005228451.1.faa,Mutations found,6,100
MSA_YP_005226592.1.faa,Mutations found,469,50
MSA_YP_005227977.1.faa,Mutations found,5,99
MSA_YP_005227671.1.faa,Mutations found,54,100
MSA_YP_005226868.1.faa,Mutations found,22,100
MSA_YP_005225236.1.faa,No mutations found,0,100
MSA_YP_005225322.1.faa,Mutations found,12,100
MSA_YP_005227232.1.faa,Mutations found,2,100
MSA_YP_005225063.1.faa,Mutations found,18,99
MSA_YP_005227609.1.faa,Mutations found,6,100
MSA_YP_005224494.1.faa,No mutations found,0,188
MSA_YP_005227047.1.faa,Mutations found,14,99
MSA_YP_005229461.1.faa,Mutations found,26,100
MSA_YP_005227062.1.faa,Mutations found,11,99
MSA_YP_005229152.1.faa,No mutations found,0,100
MSA_YP_005229265.1.faa,Mutations found,3,100
MSA_YP_005224993.1.faa,No mutations found,0,100
MSA_YP_005228366.1.faa,Mutations found,2,100
MSA_YP_005225866.1.faa,Mutations found,1,1
MSA_YP_005225157.1.faa,Mutations found,21,100
MSA_YP_005229269.1.faa,Mutations found,6,100
MSA_YP_005224579.1.faa,Mutations found,4,99
MSA_YP_005226992.1.faa,Mutations found,50,96
MSA_YP_005227897.1.faa,Mutations found,10,98
MSA_YP_005225444.1.faa,Mutations found,1,100
MSA_YP_005228152.1.faa,Mutations found,3,100
MSA_YP_005225740.1.faa,Mutations found,52,100
MSA_YP_005227278.1.faa,No mutations found,0,100
MSA_YP_005228983.1.faa,Mutations found,1,75
MSA_YP_005225468.1.faa,Mutations found,28,100
MSA_YP_005227924.1.faa,Mutations found,2,100
MSA_YP_005226278.1.faa,No mutations found,0,100
MSA_YP_005224301.1.faa,Mutations found,3,100
MSA_YP_005228348.1.faa,Mutations found,1,100
MSA_YP_005225057.1.faa,Mutations found,3,100
MSA_YP_005227443.1.faa,Mutations found,28,98
MSA_YP_005227773.1.faa,Mutations found,3,81
MSA_YP_005228254.1.faa,Mutations found,6,102
MSA_YP_005228571.1.faa,Mutations found,19,100
MSA_YP_005227511.1.faa,Mutations found,9,99
MSA_YP_005228730.1.faa,Mutations found,7,82
MSA_YP_005226769.1.faa,Mutations found,11,100
MSA_YP_005227943.1.faa,Mutations found,15,100
MSA_YP_005225139.1.faa,Mutations found,6,100
MSA_YP_005226066.1.faa,No mutations found,0,100
MSA_YP_005225611.1.faa,Mutations found,32,199
MSA_YP_005227553.1.faa,Mutations found,67,29
MSA_YP_005229117.1.faa,Mutations found,1,59
MSA_YP_005228046.1.faa,No mutations found,0,23
MSA_YP_005226604.1.faa,Mutations found,92,72
MSA_YP_005228224.1.faa,Mutations found,11,101
MSA_YP_005226913.1.faa,Mutations found,7,98
MSA_YP_005227441.1.faa,Mutations found,158,101
MSA_YP_005227827.1.faa,Mutations found,8,100
MSA_YP_005226974.1.faa,Mutations found,4,82
MSA_YP_005227471.1.faa,Mutations found,68,100
MSA_YP_005229359.1.faa,Mutations found,208,425
MSA_YP_005224400.1.faa,Mutations found,12,100
MSA_YP_005225460.1.faa,No mutations found,0,100
MSA_YP_005224875.1.faa,Mutations found,19,98
MSA_YP_005226050.1.faa,Mutations found,5,62
MSA_YP_005226606.1.faa,Mutations found,35,249
MSA_YP_005224846.1.faa,Mutations found,9,115
MSA_YP_005226551.1.faa,Mutations found,50,72
MSA_YP_005227287.1.faa,Mutations found,58,100
MSA_YP_005224515.1.faa,Mutations found,1,100
MSA_YP_005228032.1.faa,Mutations found,14,100
MSA_YP_005226864.1.faa,Mutations found,1,100
MSA_YP_005227700.1.faa,Mutations found,1,100
MSA_YP_005228401.1.faa,Mutations found,5,100
MSA_YP_005226593.1.faa,Mutations found,3,70
MSA_YP_005228587.1.faa,Mutations found,11,100
MSA_YP_005227852.1.faa,Mutations found,33,9
MSA_YP_005229101.1.faa,Mutations found,31,49
MSA_YP_005224672.1.faa,Mutations found,1,100
MSA_YP_005225438.1.faa,No mutations found,0,4
MSA_YP_005224745.1.faa,Mutations found,17,100
MSA_YP_005226626.1.faa,Mutations found,5,98
MSA_YP_005227118.1.faa,Mutations found,250,88
MSA_YP_005228003.1.faa,Mutations found,13,99
MSA_YP_005226402.1.faa,Mutations found,311,96
MSA_YP_005229074.1.faa,Mutations found,3,100
MSA_YP_005227563.1.faa,Mutations found,14,30
MSA_YP_005225487.1.faa,Mutations found,2,100
MSA_YP_005226975.1.faa,No mutations found,0,3
MSA_YP_005224674.1.faa,Mutations found,3,100
MSA_YP_005227535.1.faa,Mutations found,4,100
MSA_YP_005225336.1.faa,Mutations found,14,98
MSA_YP_005228863.1.faa,No mutations found,0,100
MSA_YP_005228173.1.faa,Mutations found,14,97
MSA_YP_005225950.1.faa,Mutations found,5,101
MSA_YP_005227557.1.faa,Mutations found,156,42
MSA_YP_005226071.1.faa,Mutations found,5,100
MSA_YP_005229114.1.faa,No mutations found,0,59
MSA_YP_005224396.1.faa,Mutations found,60,99
MSA_YP_005229008.1.faa,No mutations found,0,100
MSA_YP_005228950.1.faa,Mutations found,4,100
MSA_YP_005225480.1.faa,Mutations found,17,100
MSA_YP_005225400.1.faa,No mutations found,0,100
MSA_YP_005224817.1.faa,Mutations found,1,100
MSA_YP_005226015.1.faa,No mutations found,0,59
MSA_YP_005227660.1.faa,Mutations found,42,96
MSA_YP_005226222.1.faa,Mutations found,16,99
MSA_YP_005225728.1.faa,Mutations found,97,80
MSA_YP_005225253.1.faa,Mutations found,107,100
MSA_YP_005226330.1.faa,Mutations found,3,98
MSA_YP_005226317.1.faa,Mutations found,2,100
MSA_YP_005224961.1.faa,Mutations found,14,100
MSA_YP_005225052.1.faa,Mutations found,6,100
MSA_YP_005227357.1.faa,Mutations found,4,100
MSA_YP_005227436.1.faa,Mutations found,28,100
MSA_YP_005228378.1.faa,No mutations found,0,100
MSA_YP_005228078.1.faa,Mutations found,5,100
MSA_YP_005226350.1.faa,Mutations found,2,98
MSA_YP_005224528.1.faa,No mutations found,0,100
MSA_YP_005227543.1.faa,Mutations found,10,91
MSA_YP_005226334.1.faa,Mutations found,9,99
MSA_YP_005225316.1.faa,No mutations found,0,4
MSA_YP_005227808.1.faa,Mutations found,6,99
MSA_YP_005224596.1.faa,Mutations found,20,98
MSA_YP_005225306.1.faa,Mutations found,6,108
MSA_YP_005226214.1.faa,Mutations found,5,100
MSA_YP_005225366.1.faa,Mutations found,5,100
MSA_YP_005227961.1.faa,Mutations found,3,100
MSA_YP_005224862.1.faa,Mutations found,13,68
MSA_YP_005225350.1.faa,Mutations found,6,100
MSA_YP_005225825.1.faa,Mutations found,2,100
MSA_YP_005227534.1.faa,Mutations found,1,100
MSA_YP_005227183.1.faa,Mutations found,31,90
MSA_YP_005229203.1.faa,No mutations found,0,4
MSA_YP_005229478.1.faa,Mutations found,1,97
MSA_YP_005229404.1.faa,Mutations found,1,100
MSA_YP_005226149.1.faa,Mutations found,4,99
MSA_YP_005228841.1.faa,No mutations found,0,98
MSA_YP_005226625.1.faa,Mutations found,1,97
MSA_YP_005226640.1.faa,Mutations found,9,99
MSA_YP_005229466.1.faa,Mutations found,6,99
MSA_YP_005227587.1.faa,Mutations found,9,99
MSA_YP_005225743.1.faa,Mutations found,1,100
MSA_YP_005225882.1.faa,Mutations found,1,100
MSA_YP_005227582.1.faa,Mutations found,2,95
MSA_YP_005224418.1.faa,Mutations found,44,102
MSA_YP_005224905.1.faa,Mutations found,4,100
MSA_YP_005227812.1.faa,Mutations found,22,100
MSA_YP_005225294.1.faa,Mutations found,17,88
MSA_YP_005224315.1.faa,Mutations found,3,100
MSA_YP_005227011.1.faa,Mutations found,13,100
MSA_YP_005226948.1.faa,Mutations found,2,77
MSA_YP_005227293.1.faa,Mutations found,6,97
MSA_YP_005226748.1.faa,Mutations found,11,100
MSA_YP_005225304.1.faa,Mutations found,17,65
MSA_YP_005226591.1.faa,No mutations found,0,58
MSA_YP_005225338.1.faa,Mutations found,5,100
MSA_YP_005224337.1.faa,Mutations found,2,100
MSA_YP_005225107.1.faa,No mutations found,0,100
MSA_YP_005226857.1.faa,Mutations found,14,96
MSA_YP_005226391.1.faa,No mutations found,0,61
MSA_YP_005224607.1.faa,Mutations found,1,100
MSA_YP_005227539.1.faa,Mutations found,4,100
MSA_YP_005227241.1.faa,Mutations found,1,100
MSA_YP_005226175.1.faa,Mutations found,22,100
MSA_YP_005229345.1.faa,Mutations found,55,98
MSA_YP_005229523.1.faa,Mutations found,4,100
MSA_YP_005228485.1.faa,No mutations found,0,100
MSA_YP_005227442.1.faa,Mutations found,186,101
MSA_YP_005226455.1.faa,Mutations found,5,78
MSA_YP_005227912.1.faa,Mutations found,2,1
MSA_YP_005228869.1.faa,Mutations found,3,94
MSA_YP_005226236.1.faa,Mutations found,5,100
MSA_YP_005229234.1.faa,Mutations found,20,102
MSA_YP_005225437.1.faa,Mutations found,1,100
MSA_YP_005226636.1.faa,Mutations found,9,99
MSA_YP_005229060.1.faa,Mutations found,1,5
MSA_YP_005225514.1.faa,Mutations found,17,100
MSA_YP_005228920.1.faa,Mutations found,48,99
MSA_YP_005225822.1.faa,Mutations found,6,100
MSA_YP_005224958.1.faa,Mutations found,2,100
MSA_YP_005224764.1.faa,Mutations found,18,100
MSA_YP_005227804.1.faa,Mutations found,5,98
MSA_YP_005224524.1.faa,Mutations found,20,100
MSA_YP_005226007.1.faa,Mutations found,2,100
MSA_YP_005227501.1.faa,Mutations found,3,99
MSA_YP_005228840.1.faa,Mutations found,14,98
MSA_YP_005226042.1.faa,Mutations found,2,59
MSA_YP_005224535.1.faa,Mutations found,5,75
MSA_YP_005228668.1.faa,Mutations found,5,100
MSA_YP_005225388.1.faa,Mutations found,2,100
MSA_YP_005224580.1.faa,Mutations found,3,100
MSA_YP_005228814.1.faa,Mutations found,4,65
MSA_YP_005225853.1.faa,Mutations found,14,100
MSA_YP_005228198.1.faa,Mutations found,3,100
MSA_YP_005228389.1.faa,Mutations found,2,100
MSA_YP_005227464.1.faa,Mutations found,10,100
MSA_YP_005225326.1.faa,Mutations found,10,100
MSA_YP_005226342.1.faa,Mutations found,28,99
MSA_YP_005227198.1.faa,Mutations found,320,98
MSA_YP_005229053.1.faa,Mutations found,1,100
MSA_YP_005227510.1.faa,Mutations found,12,78
MSA_YP_005225804.1.faa,Mutations found,5,99
MSA_YP_005229015.1.faa,Mutations found,1,99
MSA_YP_005226325.1.faa,Mutations found,5,80
MSA_YP_005229313.1.faa,Mutations found,2,99
MSA_YP_005228293.1.faa,Mutations found,6,100
MSA_YP_005227053.1.faa,Mutations found,17,99
MSA_YP_005225475.1.faa,Mutations found,1,100
MSA_YP_005225764.1.faa,Mutations found,9,100
MSA_YP_005227591.1.faa,Mutations found,3,100
MSA_YP_005229256.1.faa,Mutations found,2,99
MSA_YP_005225158.1.faa,Mutations found,7,99
MSA_YP_005227531.1.faa,Mutations found,2,100
MSA_YP_005228891.1.faa,Mutations found,1,100
MSA_YP_005229387.1.faa,Mutations found,18,100
MSA_YP_005226895.1.faa,Mutations found,21,95
MSA_YP_005228743.1.faa,No mutations found,0,7
MSA_YP_005229040.1.faa,Mutations found,4,100
MSA_YP_005227744.1.faa,Mutations found,3,100
MSA_YP_005226530.1.faa,Mutations found,719,69
MSA_YP_005227072.1.faa,Mutations found,15,87
MSA_YP_005227405.1.faa,Mutations found,27,97
MSA_YP_005227446.1.faa,Mutations found,10,100
MSA_YP_005228544.1.faa,Mutations found,4,100
MSA_YP_005226752.1.faa,Mutations found,38,99
MSA_YP_005227481.1.faa,Mutations found,47,97
MSA_YP_005227385.1.faa,Mutations found,26,98
MSA_YP_005226291.1.faa,Mutations found,21,100
MSA_YP_005225485.1.faa,Mutations found,2,100
MSA_YP_005225399.1.faa,Mutations found,14,100
MSA_YP_005226197.1.faa,Mutations found,4,98
MSA_YP_005226762.1.faa,Mutations found,15,100
MSA_YP_005226246.1.faa,Mutations found,4,100
MSA_YP_005228227.1.faa,No mutations found,0,101
MSA_YP_005226038.1.faa,No mutations found,0,58
MSA_YP_005226777.1.faa,Mutations found,34,100
MSA_YP_005226555.1.faa,No mutations found,0,3
MSA_YP_005228956.1.faa,Mutations found,2,100
MSA_YP_005226643.1.faa,Mutations found,14,98
MSA_YP_005228925.1.faa,Mutations found,2,100
MSA_YP_005225783.1.faa,Mutations found,19,99
MSA_YP_005226428.1.faa,Mutations found,4,100
MSA_YP_005226079.1.faa,Mutations found,12,100
MSA_YP_005224872.1.faa,Mutations found,16,98
MSA_YP_005226343.1.faa,Mutations found,19,99
MSA_YP_005226575.1.faa,Mutations found,20,73
MSA_YP_005224603.1.faa,Mutations found,12,100
MSA_YP_005226726.1.faa,Mutations found,1,100
MSA_YP_005226324.1.faa,Mutations found,8,98
MSA_YP_005227335.1.faa,Mutations found,13,96
MSA_YP_005224741.1.faa,No mutations found,0,100
MSA_YP_005228292.1.faa,Mutations found,3,100
MSA_YP_005225836.1.faa,Mutations found,5,100
MSA_YP_005228996.1.faa,Mutations found,14,100
MSA_YP_005228072.1.faa,No mutations found,0,100
MSA_YP_005226984.1.faa,Mutations found,9,83
MSA_YP_005228746.1.faa,Mutations found,18,100
MSA_YP_005229225.1.faa,Mutations found,4,102
MSA_YP_005228423.1.faa,Mutations found,4,7
MSA_YP_005229052.1.faa,Mutations found,1,100
MSA_YP_005224654.1.faa,Mutations found,351,426
MSA_YP_005228131.1.faa,Mutations found,3,100
MSA_YP_005226462.1.faa,Mutations found,8,99
MSA_YP_005227165.1.faa,Mutations found,5,100
MSA_YP_005229332.1.faa,Mutations found,5,100
MSA_YP_005226802.1.faa,No mutations found,0,100
MSA_YP_005228035.1.faa,Mutations found,3,100
MSA_YP_005224558.1.faa,Mutations found,1,96
MSA_YP_005226124.1.faa,No mutations found,0,100
MSA_YP_005225570.1.faa,Mutations found,23,120
MSA_YP_005226928.1.faa,Mutations found,5,95
MSA_YP_005227352.1.faa,Mutations found,167,84
MSA_YP_005228727.1.faa,Mutations found,4,81
MSA_YP_005227022.1.faa,Mutations found,19,95
MSA_YP_005229295.1.faa,Mutations found,142,99
MSA_YP_005227926.1.faa,Mutations found,17,98
MSA_YP_005227384.1.faa,Mutations found,51,98
MSA_YP_005226045.1.faa,Mutations found,6,115
MSA_YP_005226351.1.faa,Mutations found,13,99
MSA_YP_005229143.1.faa,No mutations found,0,100
MSA_YP_005228669.1.faa,Mutations found,6,100
MSA_YP_005224616.1.faa,Mutations found,3,100
